run,run_dir,final_lattice_code,nframes,final_crystal_shape,BC_spatial_distribution,use_anneal,other_notes,gr_messiness,weird_features,how_initialized,kT,EE,chain_num,linker
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.1_eps_-70_EE_4_chn_num_3_linker_8,"",BCT2a polycrystal,135,BCT2a polycrystal,messy sublattice,"",triple coord num 15.9,"BCT peaks, triple peaks",BCT domains that are mostly perpendicular to thier neighboring cell,BCC,1.1,4,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.4_eps_-70_EE_4_chn_num_3_linker_8,"",BCT2a,135,BCC,very messy crosses,yes,double coord num 14,"BCC peaks, very broad peaks",none,BCC,1.4,4,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.9_eps_-70_EE_4_chn_num_3_linker_8,"",BCT2a-altcenter,135,BCT2a-altcenter,neat sublattice,"",triple coord num 16,"BCT peaks, triple peaks",there could be four peaks instead of three,BCC,0.9,4,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.5_eps_-70_EE_4_chn_num_3_linker_8,"",BCT2a,135,BCT2a,messy sublattice,yes,triple coord num 16,"BCT peaks, triple peaks",none,FCC,1.5,4,3,8-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1_eps_-70_EE_4_chn_num_3_linker_8,"",BCT2a-altcenter,135,BCT2a coex,messy sublattice,yes,triple coord num 16,"BCT peaks, triple peaks","lines that separte the crystal in domains, BCT domains that are mostly perpendicular to thier neighboring cell",BCC,1,4,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.2_eps_-70_EE_4_chn_num_3_linker_8,"",BCT2a polycrystal,135,BCT2a polycrystal,messy sublattice,"",triple coord num 16,"BCT peaks, triple peaks",kinetically trapped lattice points/regions,BCC,1.2,4,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.8_eps_-70_EE_4_chn_num_3_linker_8,"",BCT2a-altcenter,135,BCT2a-altcenter,sublattice,yes,quadruple coord num 16,"BCT peaks, quadruple peak",kinetically trapped regions of BCTs,BCC,0.8,4,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.4_eps_-70_EE_4_chn_num_3_linker_8,"",BCT2a,135,BCC,messy crosses,yes,double coord num 14,"BCC peaks, very broad peaks",lattice seeme to be shriveling,FCC,1.4,4,3,8-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1_eps_-70_EE_4_chn_num_3_linker_8,"",BCT2a-altcenter,135,BCT2a-altcenter,neat localized points but messy global sublattice,yes,quadruple coord num 16,"BCT peaks, quadruple peak",things seem kinetically trapped,FCC,1,4,3,8-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.1_eps_-70_EE_4_chn_num_3_linker_8,"",BCT2a polycrystal,135,BCT2a polycrystal,neat localized points but messy global sublattice,"",triple coord num 16,"BCT peaks, triple peak",things seem kinetically trapped,FCC,1.1,4,3,8-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.9_eps_-70_EE_4_chn_num_3_linker_8,"",BCT2a-altcenter,135,BCT2a-altcenter,neat localized points but messy global sublattice,"",quadruple coord num 16,"BCT peaks, quadruple peak","things seem kinetically trapped, equilibrates around frame 63",FCC,0.9,4,3,8-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.2_eps_-70_EE_4_chn_num_3_linker_8,"",BCT2a,135,BCT2a,neat sublattice,"",triple coord num 16,"BCT peaks, triple peaks",none,FCC,1.2,4,3,8-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.8_eps_-70_EE_4_chn_num_3_linker_8,"",BCT2a-altcenter,135,BCT2a-altcenter,neat localized points but messy global sublattice,yes,triple coord num 16,"BCT peaks, triple peaks",slanted unit cells,FCC,0.8,4,3,8-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.7_eps_-70_EE_4_chn_num_3_linker_8,"",BCT2a-altcenter,135,jammed,homogenous,yes,double coord num 16.4,very broad peaks,becomes more crystal like over time,FCC,0.7,4,3,8-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.7_eps_-70_EE_3_chn_num_3_linker_8,"",melting,135,melting,"","","",liquid,"",FCC,1.7,3,3,8-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.6_eps_-70_EE_3_chn_num_3_linker_8,"",melting,135,melting,"","","",liquid,"",FCC,1.6,3,3,8-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.7_eps_-70_EE_3_chn_num_3_linker_8,"",jammed,135,jammed,"",no,"","","",FCC,0.7,3,3,8-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.2_eps_-70_EE_3_chn_num_3_linker_8,"",A20 polycrystal,135,jammed,"",yes,"","","seems to form into BCT over time, slow dynamics",FCC,1.2,3,3,8-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.8_eps_-70_EE_3_chn_num_3_linker_8,"",jammed,135,jammed,"",no,"","","",FCC,0.8,3,3,8-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1_eps_-70_EE_3_chn_num_3_linker_8,"",A20 polycrystal,135,jammed,"",yes,"","","seems to form into BCT over time, slow dynamics",FCC,1,3,3,8-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.5_eps_-70_EE_3_chn_num_3_linker_8,"",A20,135,BCTsqrt(10/3)-altcenter,messy sublattice,yes,triple coord num 16,"BCT peaks, triple peaks","low diffusion, slow kinetics",FCC,1.5,3,3,8-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.4_eps_-70_EE_3_chn_num_3_linker_8,"",A20,135,BCTsqrt(10/3)-altcenter,messy sublattice,yes,triple coord num 16,"BCT peaks, triple peak","low diffusion, slow kinetics",FCC,1.4,3,3,8-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.1_eps_-70_EE_3_chn_num_3_linker_8,"",A20,135,jammed,"",yes,"","","",FCC,1.1,3,3,8-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.9_eps_-70_EE_3_chn_num_3_linker_8,"",A20 polycrystal,135,jammed,"",yes,"","","",FCC,0.9,3,3,8-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.2_eps_-70_EE_3_chn_num_3_linker_8,"",A20,135,A20,sublattice,yes,coord num 8,almost pristine peaks,some regions look kinetically trapped or disordered/rotated unit cells with global crystal,BCC,1.2,3,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.9_eps_-70_EE_3_chn_num_3_linker_8,"",A20 polycrystal,135,A20 polycrystal,sublattice,yes,coord num 8,almost pristine peaks,some regions look kinetically trapped or disordered/rotated unit cells with global crystal,BCC,0.9,3,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.8_eps_-70_EE_3_chn_num_3_linker_8,"",SH polycrystal,135,SH,sublattice,no,coord num 8,FCC/SC pristine peaks,small particles move alone planes and do not seem to jump between them,BCC,0.8,3,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.7_eps_-70_EE_3_chn_num_3_linker_8,"",melting,135,melting,"","","",liquid,"",BCC,1.7,3,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.6_eps_-70_EE_3_chn_num_3_linker_8,"",melting,135,melting,"","","",liquid,"",BCC,1.6,3,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.5_eps_-70_EE_3_chn_num_3_linker_8,HIIIIII,A20 polycrystal,135,jammed,"",yes,"",liquid,"",BCC,1.5,3,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.4_eps_-70_EE_3_chn_num_3_linker_8,"",A20 polycrystal,135,jammed,"",no,"","",equilibrates at frame 94,BCC,1.4,3,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.7_eps_-70_EE_3_chn_num_3_linker_8,"",SH,135,SH,sublattice,"",coord num 8,FCC/SC pristine peaks,small particles move alone planes and do not seem to jump between them,BCC,0.7,3,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.1_eps_-70_EE_3_chn_num_3_linker_8,"",A20 polycrystal,135,A20 polycrystal,localized local sublattice but messy global sublattice,yes,"triple coord num 16, coord num 8","BCT peaks, almost pristine peaks",slanted unit cells,BCC,1.1,3,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1_eps_-70_EE_3_chn_num_3_linker_8,"",A20 polycrystal,135,jammed,"","yes, rerun","","","",BCC,1,3,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.9_eps_-70_EE_12_chn_num_3_linker_4,"",structured liquid,274,structured liquid,liquid like,"","",two pristine peaks but turns into liquid,"",BCC,0.9,12,3,4-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.9_eps_-70_EE_12_chn_num_3_linker_6,"",almost crystalline,177,almost crystalline,somewhat ordered,"",double coord num 13.4,two pristine peaks but then very messy,"",BCC,0.9,12,3,6-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.9_eps_-70_EE_12_chn_num_3_linker_8,run for longer,almost crystalline,106,almost crystalline,somewhat ordered,"",double coord num 13.2,pristine,ACs are also mobile,BCC,0.9,12,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.5_eps_-70_EE_3_chn_num_3_linker_6,"",A20,386,A20,very ordered,"","coord num 8, triple coord num 18",pristine,"could be stacked HEX structure, 10.25        
13.15        1.282926829
14.45        1.098859316
17.85        1.235294118
19.85        1.112044818
21.35        1.075566751",FCC,0.5,3,3,6-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.8_eps_-70_EE_3_chn_num_3_linker_6,"",A20,386,A20,very ordered,"","coord num 8, triple coord num 18",pristine,"could be stacked HEX structure, 10.35        
13.25        1.280193237
14.55        1.098113208
18.05        1.240549828
19.95        1.105263158
21.45        1.07518797",FCC,0.8,3,3,6-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.1_eps_-70_EE_3_chn_num_3_linker_6,"",BCTsqrt(10/3)-altcenter,386,BCTsqrt(10/3)-altcenter,ordered sublattice,"","triple coord num 16, c = 2a",almost pristine peaks,"",FCC,1.1,3,3,6-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.4_eps_-70_EE_3_chn_num_3_linker_6,"",BCC,386,BCC,very messy crosses,"",double coord num 14,messy peaks,looks like a combination of BCC and BCT peaks,FCC,1.4,3,3,6-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.9_eps_-70_EE_7_chn_num_3_linker_10,"",coexistance BCC/FCC,150,coexistance BCC/FCC,very neat crosses but jammed regions,"",double coord num 13.3,almost pristine peaks,looks like jammed BCC,BCC,0.9,7,3,10-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.1_eps_-70_EE_7_chn_num_3_linker_10,"",coexistance BCC/FCC,138,jammed mixture,very neat crosses but jammed regions,yes,double coord num 13.3,almost pristine peaks,looks like jammed BCC,BCC,1.1,7,3,10-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.4_eps_-70_EE_7_chn_num_3_linker_10,"",coexistance BCC/FCC,125,coexistance BCC/FCC,"spatially dependent, neat crosses or hexes","",double coord num 13,almost pristine peaks,BCC + FCC(?),BCC,1.4,7,3,10-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.6_eps_-70_EE_7_chn_num_3_linker_10,"",coexistance BCC/FCC,133,coexistance BCC/FCC,"spatially dependent, neat crosses or hexes","",double coord num 12.66,almost pristine peaks,BCC + FCC(?),BCC,1.6,7,3,10-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.7_eps_-70_EE_4_chn_num_3_linker_7,"",BCT2a-altcenter,386,SHa - polycrystal? - coex w cubic layer,"",yes,double coord num 8,almost pristine peaks but convoluted,mixture(?),BCC,0.7,4,3,7-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.9_eps_-70_EE_4_chn_num_3_linker_7,"",BCT2a-altcenter,386,BCT2a-altcenter,neat,"",quadruple coord num 16,messy BCT peaks,deformed BCT (?),BCC,0.9,4,3,7-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.8_eps_-70_EE_8_chn_num_3_linker_10,"",jammed,120,jammed,homogenous,"",double coord num 14.3,"two pristine peaks, liquid like afterwards",trying to form structure but failing,BCC,0.8,8,3,10-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.7_eps_-70_EE_8_chn_num_3_linker_10,"",liquid,101,liquid,"","","",liuid like,"",BCC,1.7,8,3,10-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1_eps_-70_EE_4_chn_num_3_linker_6,"",BCT2a-altcenter,136,BCT0.88a,"",yes,"",broad peaks,"",BCC,1,4,3,6-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.8_eps_-70_EE_3_chn_num_3_linker_4,"",BCC,327,BCC,"","","","","",FCC,0.8,3,3,4-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.1_eps_-70_EE_3_chn_num_3_linker_4,"",melting,319,melting,"","","","","",FCC,1.1,3,3,4-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.4_eps_-70_EE_3_chn_num_3_linker_10,"",BCT2a,271,BCT2a,"","","","","",FCC,1.4,3,3,10-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.1_eps_-70_EE_3_chn_num_3_linker_10,"",A20 polycrystal,275,jammed,"",yes,"","","",FCC,1.1,3,3,10-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.8_eps_-70_EE_3_chn_num_3_linker_10,"",jammed,305,jammed,"",no,"","","",FCC,0.8,3,3,10-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.5_eps_-70_EE_3_chn_num_3_linker_10,"",A20 polycrystal,283,SC polycrystal,"",no,"","","",FCC,0.5,3,3,10-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.5_eps_-70_EE_3_chn_num_3_linker_8,"",jammed,386,jammed,"","","","","",FCC,0.5,3,3,8-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.5_eps_-70_EE_3_chn_num_3_linker_4,"",BCTsqrt(2/3)a,344,BCTsqrt(2/3)a,"","","","","",FCC,0.5,3,3,4-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.4_eps_-70_EE_3_chn_num_3_linker_4,"",BCTsqrt(2/3)a,385,BCTsqrt(2/3)a,"","","","","",BCC,0.4,3,3,4-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.6_eps_-70_EE_3_chn_num_3_linker_4,"",mixture,385,mixture,"","","","","",BCC,0.6,3,3,4-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.7_eps_-70_EE_3_chn_num_3_linker_4,"",mostly FCC ali needed,387,mostly FCC ali needed,"","","","","",BCC,0.7,3,3,4-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.9_eps_-70_EE_3_chn_num_3_linker_4,"",BCC,385,BCC,"","","","","",BCC,0.9,3,3,4-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.0_eps_-70_EE_3_chn_num_3_linker_4,"",BCC,385,BCC,"","","","","",BCC,1,3,3,4-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.9_eps_-70_EE_3_chn_num_3_linker_6,"",jammed,385,jammed,"","","","","",BCC,0.9,3,3,6-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.1_eps_-70_EE_3_chn_num_3_linker_6,"",jammed,385,jammed,"","","","","",BCC,1.1,3,3,6-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.2_eps_-70_EE_3_chn_num_3_linker_6,"",BCC,385,BCC,"","","","","",BCC,1.2,3,3,6-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.3_eps_-70_EE_3_chn_num_3_linker_6,"",BCC,385,BCC,"","","","","",BCC,1.3,3,3,6-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.5_eps_-70_EE_3_chn_num_3_linker_6,"",liquid,385,liquid,"","","","","",BCC,1.5,3,3,6-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.6_eps_-70_EE_3_chn_num_3_linker_6,"",liquid,385,liquid,"","","","","",BCC,1.6,3,3,6-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.55_eps_-70_EE_3_chn_num_3_linker_8,"",liquid,386,liquid,"","","","","",BCC,1.55,3,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.0_eps_-70_EE_3_chn_num_3_linker_10,"",A20 polycrystal,386,A20 polycrystal,"","","","","",BCC,1,3,3,10-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.3_eps_-70_EE_3_chn_num_3_linker_10,"",A20,386,A20,"","","","","",BCC,1.3,3,3,10-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.5_eps_-70_EE_3_chn_num_3_linker_10,"",BCT2a,386,BCT2a,"","","","","",BCC,1.5,3,3,10-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.6_eps_-70_EE_3_chn_num_3_linker_10,"",A20 polycrystal,386,A20 polycrystal,"",yes,this might be a 4:1 A20 polycrystal; upon anneal goes to 3:1,"","",BCC,1.6,3,3,10-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.6_eps_-70_EE_4_chn_num_3_linker_6,"",BCC,387,BCC,"","","","","",BCC,1.6,4,3,6-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.7_eps_-70_EE_4_chn_num_3_linker_6,"",liquid,387,liquid,"","","","","",BCC,1.7,4,3,6-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.8_eps_-70_EE_4_chn_num_3_linker_8,"",BCC,387,BCC,"","","","","",BCC,1.8,4,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.8_eps_-70_EE_5_chn_num_3_linker_4,"",BCC,387,BCC,"","","","","",BCC,0.8,5,3,4-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.0_eps_-70_EE_5_chn_num_3_linker_4,"",BCC,387,BCC,"","","","","",BCC,1,5,3,4-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.2_eps_-70_EE_5_chn_num_3_linker_4,"",BCC,387,BCC,"","","","","",BCC,1.2,5,3,4-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.9_eps_-70_EE_5_chn_num_3_linker_6,"",BCC,387,BCC,"","","","","",BCC,0.9,5,3,6-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.1_eps_-70_EE_5_chn_num_3_linker_6,"",BCC,387,BCC,"","","","","",BCC,1.1,5,3,6-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.6_eps_-70_EE_5_chn_num_3_linker_6,"",BCC,387,BCC,"","","","","",BCC,1.6,5,3,6-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.8_eps_-70_EE_5_chn_num_3_linker_8,"",BCC,287,BCC,"","","","","",BCC,1.8,5,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.7_eps_-70_EE_5_chn_num_3_linker_10,"",BCC,198,BCC,"","","","","",BCC,1.7,5,3,10-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.9_eps_-70_EE_5_chn_num_3_linker_10,"",BCC,186,BCC,"","","","","",BCC,1.9,5,3,10-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.5_eps_-70_EE_7_chn_num_3_linker_6,"",SC,249,SC,"","","","","",BCC,0.5,7,3,6-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.8_eps_-70_EE_7_chn_num_3_linker_6,"",mixture,311,mixture,"","","","","",BCC,0.8,7,3,6-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.1_eps_-70_EE_7_chn_num_3_linker_6,"",BCC,280,BCC,"","","","","",BCC,1.1,7,3,6-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.3_eps_-70_EE_7_chn_num_3_linker_6,"",BCC,262,BCC,"","","","","",BCC,1.3,7,3,6-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.5_eps_-70_EE_7_chn_num_3_linker_6,"",liquid,291,liquid,"","","","","",BCC,1.5,7,3,6-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.7_eps_-70_EE_7_chn_num_3_linker_10,"",coexistance BCC/FCC,147,coexistance BCC/FCC,"","","","","",BCC,0.7,7,3,10-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.2_eps_-70_EE_7_chn_num_3_linker_10,"",coexistance BCC/FCC,133,coexistance BCC/FCC,"","","","","",BCC,1.2,7,3,10-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.3_eps_-70_EE_7_chn_num_3_linker_10,"",coexistance BCC/FCC,128,coexistance BCC/FCC,"","","","","",BCC,1.3,7,3,10-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.7_eps_-70_EE_7_chn_num_3_linker_10,"",coexistance BCC/FCC,147,coexistance BCC/FCC,"","","","","",BCC,1.7,7,3,10-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.9_eps_-70_EE_8_chn_num_3_linker_6,"",mixture,244,mixture,"","","","","",BCC,0.9,8,3,6-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.2_eps_-70_EE_8_chn_num_3_linker_6,"",BCC,224,BCC,"","","","","",BCC,1.2,8,3,6-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.4_eps_-70_EE_8_chn_num_3_linker_6,"",liquid,264,liquid,"","","","","",BCC,1.4,8,3,6-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.9_eps_-70_EE_9_chn_num_3_linker_6,"",don't know,203,don't know,"","","","","",BCC,0.9,9,3,6-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.0_eps_-70_EE_9_chn_num_3_linker_6,"",don't know,193,don't know,"","","","","",BCC,1,9,3,6-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.1_eps_-70_EE_9_chn_num_3_linker_6,"",don't know,225,don't know,"","","","","",BCC,1.1,9,3,6-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.05_eps_-70_EE_9_chn_num_3_linker_8,"",jammed,170,jammed,"","","","","",BCC,1.05,9,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.45_eps_-70_EE_9_chn_num_3_linker_8,"",FCC,143,FCC,"","","","","",BCC,1.45,9,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.25_eps_-70_EE_9_chn_num_3_linker_8,"",FCC,152,FCC,"","","","","",BCC,1.25,9,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.1_eps_-70_EE_9_chn_num_3_linker_10,"",FCC,106,FCC,"","","","","",BCC,1.1,9,3,10-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.3_eps_-70_EE_9_chn_num_3_linker_10,"",FCC,100,FCC,"","","","","",BCC,1.3,9,3,10-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.5_eps_-70_EE_9_chn_num_3_linker_10,"",FCC,110,FCC,"","","","","",BCC,1.5,9,3,10-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.8_eps_-70_EE_10_chn_num_3_linker_6,"",mixture,200,mixture,"","","","","",BCC,0.8,10,3,6-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.9_eps_-70_EE_10_chn_num_3_linker_6,"",mixture,190,mixture,"","","","","",BCC,0.9,10,3,6-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.0_eps_-70_EE_10_chn_num_3_linker_6,"",not sure,216,not sure,"","","","","",BCC,1,10,3,6-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.15_eps_-70_EE_10_chn_num_3_linker_8,"",FCC,133,FCC,"","","","","",BCC,1.15,10,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.25_eps_-70_EE_10_chn_num_3_linker_8,"",FCC,128,FCC,"","","","","",BCC,1.25,10,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.35_eps_-70_EE_10_chn_num_3_linker_8,"",FCC polycrystal,140,FCC polycrystal,"","","","","",BCC,1.35,10,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.6_eps_-70_EE_10_chn_num_3_linker_10,"",fluid,219,fluid,"","","","","",BCC,1.6,10,3,10-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.6_eps_-70_EE_3_chn_num_3_linker_4,"",BCTsqrt(3),311,BCTsqrt(3),"","","","","",FCC,0.6,3,3,4-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.7_eps_-70_EE_3_chn_num_3_linker_4,"",BCTsqrt(3),311,BCTsqrt(3),"","","","","",FCC,0.7,3,3,4-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.9_eps_-70_EE_3_chn_num_3_linker_4,"",BCC,311,BCC,"","","","","",FCC,0.9,3,3,4-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.0_eps_-70_EE_3_chn_num_3_linker_4,"",BCC,311,BCC,"","","","","",FCC,1,3,3,4-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.0_eps_-70_EE_3_chn_num_3_linker_6,"",polycrystal or mixture,311,polycrystal or mixture,"","","","","",BCC,1,3,3,6-BCC
